event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
476,train:hotpot:72,8,hotpot:72,412,415,structural
477,train:hotpot:94,7,hotpot:94,552,554,multi-hop
478,train:hotpot:30,6,hotpot:30,166,162,semantic
479,train:hotpot:150,8,hotpot:150,916,919,multi-hop
480,train:hotpot:30,7,hotpot:30,166,167,structural
481,train:hotpot:106,9,hotpot:106,633,636,multi-hop
482,train:hotpot:143,7,hotpot:143,863,864,structural
483,train:hotpot:184,7,hotpot:184,1093,1100,semantic
484,train:hotpot:9,2,hotpot:9,33,37,semantic
485,train:hotpot:94,8,hotpot:94,558,559,structural
486,train:hotpot:92,9,hotpot:92,530,533,structural
487,train:hotpot:9,3,hotpot:9,34,37,structural
488,train:hotpot:9,4,hotpot:9,34,26,multi-hop
489,train:hotpot:184,8,hotpot:184,1097,1100,structural
490,train:hotpot:9,5,hotpot:9,34,36,multi-hop
491,train:hotpot:166,7,hotpot:166,997,998,structural
492,train:hotpot:174,9,hotpot:174,1065,1069,multi-hop
493,train:hotpot:195,7,hotpot:195,1209,1212,semantic
494,train:hotpot:43,7,hotpot:43,220,223,multi-hop
495,train:hotpot:143,8,hotpot:143,861,866,multi-hop
496,train:hotpot:9,6,hotpot:9,33,35,multi-hop
497,train:hotpot:32,7,hotpot:32,172,175,semantic
498,train:hotpot:26,8,hotpot:26,141,137,semantic
499,train:hotpot:188,9,hotpot:188,1148,1152,multi-hop
500,train:hotpot:32,8,hotpot:32,172,175,structural
501,train:hotpot:189,8,hotpot:189,1154,1156,structural
502,train:hotpot:180,9,hotpot:180,1081,1089,multi-hop
503,train:hotpot:47,7,hotpot:47,258,263,multi-hop
504,train:hotpot:147,6,hotpot:147,893,890,semantic
505,train:hotpot:118,8,hotpot:118,722,725,semantic
506,train:hotpot:76,9,hotpot:76,461,464,multi-hop
507,train:hotpot:159,7,hotpot:159,961,970,semantic
508,train:hotpot:1,6,hotpot:1,0,2,structural
509,train:hotpot:12,5,hotpot:12,57,58,structural
510,train:hotpot:147,7,hotpot:147,892,894,multi-hop
511,train:hotpot:171,9,hotpot:171,1022,1024,structural
512,train:hotpot:159,8,hotpot:159,962,964,multi-hop
513,train:hotpot:101,6,hotpot:101,592,588,semantic
514,train:hotpot:75,9,hotpot:75,453,456,structural
515,train:hotpot:9,7,hotpot:9,28,29,structural
516,train:hotpot:101,7,hotpot:101,593,589,multi-hop
517,train:hotpot:159,9,hotpot:159,967,964,semantic
518,train:hotpot:187,8,hotpot:187,1135,1132,multi-hop
519,train:hotpot:166,8,hotpot:166,1002,1007,semantic
520,train:hotpot:69,7,hotpot:69,401,397,multi-hop
521,train:hotpot:1,7,hotpot:1,6,3,multi-hop
522,train:hotpot:58,7,hotpot:58,349,352,structural
523,train:hotpot:24,9,hotpot:24,115,117,structural
524,train:hotpot:12,6,hotpot:12,55,57,multi-hop
525,train:hotpot:1,8,hotpot:1,6,3,multi-hop
526,train:hotpot:87,7,hotpot:87,519,521,multi-hop
527,train:hotpot:1,9,hotpot:1,0,3,semantic
528,train:hotpot:65,9,hotpot:65,374,377,multi-hop
529,train:hotpot:186,8,hotpot:186,1126,1128,multi-hop
530,train:hotpot:142,9,hotpot:142,853,854,structural
531,train:hotpot:74,6,hotpot:74,440,442,structural
532,train:hotpot:47,8,hotpot:47,263,266,semantic
533,train:hotpot:55,8,hotpot:55,332,335,multi-hop
534,train:hotpot:127,8,hotpot:127,768,770,multi-hop
535,train:hotpot:122,9,hotpot:122,741,743,multi-hop
536,train:hotpot:12,7,hotpot:12,53,58,semantic
537,train:hotpot:74,7,hotpot:74,435,436,structural
538,train:hotpot:48,8,hotpot:48,278,274,multi-hop
539,train:hotpot:55,9,hotpot:55,325,329,semantic
540,train:hotpot:87,8,hotpot:87,525,518,semantic
541,train:hotpot:194,9,hotpot:194,1194,1196,structural
542,train:hotpot:43,8,hotpot:43,220,223,multi-hop
543,train:hotpot:184,9,hotpot:184,1096,1097,structural
544,train:hotpot:154,9,hotpot:154,932,927,multi-hop
545,train:hotpot:96,7,hotpot:96,565,567,multi-hop
546,train:hotpot:74,8,hotpot:74,437,434,multi-hop
547,train:hotpot:101,8,hotpot:101,594,597,multi-hop
548,train:hotpot:141,8,hotpot:141,845,847,multi-hop
549,train:hotpot:74,9,hotpot:74,435,437,structural
550,train:hotpot:61,9,hotpot:61,361,363,multi-hop
551,train:hotpot:80,9,hotpot:80,494,497,multi-hop
552,train:hotpot:195,8,hotpot:195,1210,1211,structural
553,train:hotpot:141,9,hotpot:141,838,841,semantic
554,train:hotpot:173,8,hotpot:173,1049,1051,multi-hop
555,train:hotpot:94,9,hotpot:94,554,557,multi-hop
556,train:hotpot:170,9,hotpot:170,1013,1015,multi-hop
557,train:hotpot:26,9,hotpot:26,135,137,multi-hop
558,train:hotpot:166,9,hotpot:166,1004,996,multi-hop
559,train:hotpot:155,8,hotpot:155,937,946,semantic
560,train:hotpot:145,9,hotpot:145,876,879,structural
561,train:hotpot:9,8,hotpot:9,30,33,structural
562,train:hotpot:110,8,hotpot:110,657,663,semantic
563,train:hotpot:96,8,hotpot:96,567,564,semantic
564,train:hotpot:48,9,hotpot:48,274,276,multi-hop
565,train:hotpot:150,9,hotpot:150,913,916,multi-hop
566,train:hotpot:173,9,hotpot:173,1053,1055,structural
567,train:hotpot:186,9,hotpot:186,1119,1121,multi-hop
568,train:hotpot:143,9,hotpot:143,861,864,structural
569,train:hotpot:30,8,hotpot:30,163,164,structural
570,train:hotpot:110,9,hotpot:110,660,662,multi-hop
571,train:hotpot:127,9,hotpot:127,771,774,structural
572,train:hotpot:104,8,hotpot:104,615,611,multi-hop
573,train:hotpot:12,8,hotpot:12,57,51,semantic
574,train:hotpot:58,8,hotpot:58,351,352,structural
575,train:hotpot:69,8,hotpot:69,397,399,structural
576,train:hotpot:47,9,hotpot:47,263,266,multi-hop
577,train:hotpot:102,9,hotpot:102,600,609,semantic
578,train:hotpot:58,9,hotpot:58,349,356,multi-hop
579,train:hotpot:30,9,hotpot:30,165,162,semantic
580,train:hotpot:69,9,hotpot:69,404,407,multi-hop
581,train:hotpot:78,8,hotpot:78,478,472,multi-hop
582,train:hotpot:96,9,hotpot:96,567,564,multi-hop
583,train:hotpot:187,9,hotpot:187,1136,1138,multi-hop
584,train:hotpot:155,9,hotpot:155,944,947,multi-hop
585,train:hotpot:147,8,hotpot:147,888,891,multi-hop
586,train:hotpot:195,9,hotpot:195,1204,1207,semantic
587,train:hotpot:104,9,hotpot:104,617,619,structural
588,train:hotpot:147,9,hotpot:147,887,889,multi-hop
589,train:hotpot:12,9,hotpot:12,54,56,multi-hop
590,train:hotpot:32,9,hotpot:32,180,183,structural
591,train:hotpot:118,9,hotpot:118,717,719,multi-hop
592,train:hotpot:87,9,hotpot:87,524,526,multi-hop
593,train:hotpot:9,9,hotpot:9,30,33,multi-hop
594,train:hotpot:101,9,hotpot:101,595,598,structural
595,train:hotpot:78,9,hotpot:78,478,472,semantic
596,train:hotpot:72,9,hotpot:72,413,415,multi-hop
597,train:hotpot:135,9,hotpot:135,805,801,semantic
598,train:hotpot:43,9,hotpot:43,221,231,semantic
599,train:hotpot:189,9,hotpot:189,1161,1154,semantic
