event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
478,train:hotpot:98,7,hotpot:98,592,597,semantic
479,train:hotpot:140,5,hotpot:140,886,883,multi-hop
480,train:hotpot:115,8,hotpot:115,707,704,multi-hop
481,train:hotpot:118,8,hotpot:118,747,749,multi-hop
482,train:hotpot:173,8,hotpot:173,1041,1046,multi-hop
483,train:hotpot:54,8,hotpot:54,327,333,semantic
484,train:hotpot:181,5,hotpot:181,1117,1119,multi-hop
485,train:hotpot:129,6,hotpot:129,793,795,multi-hop
486,train:hotpot:66,8,hotpot:66,427,429,multi-hop
487,train:hotpot:126,9,hotpot:126,756,757,structural
488,train:hotpot:48,6,hotpot:48,282,285,multi-hop
489,train:hotpot:117,6,hotpot:117,738,742,multi-hop
490,train:hotpot:99,8,hotpot:99,599,608,multi-hop
491,train:hotpot:117,7,hotpot:117,731,738,semantic
492,train:hotpot:160,7,hotpot:160,975,983,semantic
493,train:hotpot:4,8,hotpot:4,42,44,multi-hop
494,train:hotpot:129,7,hotpot:129,793,796,multi-hop
495,train:hotpot:137,5,hotpot:137,853,856,multi-hop
496,train:hotpot:194,6,hotpot:194,1192,1194,multi-hop
497,train:hotpot:175,5,hotpot:175,1056,1052,semantic
498,train:hotpot:175,6,hotpot:175,1050,1058,multi-hop
499,train:hotpot:56,9,hotpot:56,357,360,structural
500,train:hotpot:137,6,hotpot:137,853,855,structural
501,train:hotpot:7,9,hotpot:7,62,64,multi-hop
502,train:hotpot:199,8,hotpot:199,1209,1214,multi-hop
503,train:hotpot:98,8,hotpot:98,592,595,structural
504,train:hotpot:23,8,hotpot:23,174,171,semantic
505,train:hotpot:47,8,hotpot:47,267,270,semantic
506,train:hotpot:181,6,hotpot:181,1113,1115,multi-hop
507,train:hotpot:163,8,hotpot:163,989,991,multi-hop
508,train:hotpot:57,8,hotpot:57,364,367,semantic
509,train:hotpot:138,9,hotpot:138,861,867,multi-hop
510,train:hotpot:140,6,hotpot:140,882,896,semantic
511,train:hotpot:168,7,hotpot:168,1013,1014,structural
512,train:hotpot:117,8,hotpot:117,735,732,semantic
513,train:hotpot:29,9,hotpot:29,197,199,structural
514,train:hotpot:17,8,hotpot:17,123,125,multi-hop
515,train:hotpot:8,8,hotpot:8,72,69,multi-hop
516,train:hotpot:8,9,hotpot:8,70,72,multi-hop
517,train:hotpot:179,8,hotpot:179,1091,1094,structural
518,train:hotpot:98,9,hotpot:98,588,585,semantic
519,train:hotpot:137,7,hotpot:137,848,858,multi-hop
520,train:hotpot:107,9,hotpot:107,650,653,structural
521,train:hotpot:1,8,hotpot:1,20,17,semantic
522,train:hotpot:175,7,hotpot:175,1057,1059,structural
523,train:hotpot:90,7,hotpot:90,555,551,semantic
524,train:hotpot:17,9,hotpot:17,122,123,structural
525,train:hotpot:48,7,hotpot:48,282,283,structural
526,train:hotpot:4,9,hotpot:4,44,46,multi-hop
527,train:hotpot:160,8,hotpot:160,979,982,multi-hop
528,train:hotpot:109,8,hotpot:109,659,667,semantic
529,train:hotpot:90,8,hotpot:90,552,554,multi-hop
530,train:hotpot:175,8,hotpot:175,1059,1051,semantic
531,train:hotpot:86,8,hotpot:86,529,532,structural
532,train:hotpot:118,9,hotpot:118,749,752,semantic
533,train:hotpot:177,8,hotpot:177,1077,1084,semantic
534,train:hotpot:35,9,hotpot:35,229,230,structural
535,train:hotpot:163,9,hotpot:163,990,992,multi-hop
536,train:hotpot:160,9,hotpot:160,973,983,multi-hop
537,train:hotpot:48,8,hotpot:48,278,288,semantic
538,train:hotpot:137,8,hotpot:137,855,852,semantic
539,train:hotpot:48,9,hotpot:48,285,287,multi-hop
540,train:hotpot:181,7,hotpot:181,1114,1115,structural
541,train:hotpot:90,9,hotpot:90,557,559,multi-hop
542,train:hotpot:99,9,hotpot:99,604,606,structural
543,train:hotpot:25,9,hotpot:25,182,185,structural
544,train:hotpot:115,9,hotpot:115,707,704,semantic
545,train:hotpot:55,8,hotpot:55,338,340,multi-hop
546,train:hotpot:23,9,hotpot:23,168,170,structural
547,train:hotpot:136,7,hotpot:136,839,835,multi-hop
548,train:hotpot:166,8,hotpot:166,1007,1008,structural
549,train:hotpot:135,8,hotpot:135,831,834,semantic
550,train:hotpot:32,8,hotpot:32,221,225,multi-hop
551,train:hotpot:64,8,hotpot:64,415,416,structural
552,train:hotpot:136,8,hotpot:136,842,846,multi-hop
553,train:hotpot:194,7,hotpot:194,1193,1196,semantic
554,train:hotpot:181,8,hotpot:181,1118,1113,multi-hop
555,train:hotpot:66,9,hotpot:66,426,430,semantic
556,train:hotpot:32,9,hotpot:32,221,225,multi-hop
557,train:hotpot:199,9,hotpot:199,1215,1221,multi-hop
558,train:hotpot:109,9,hotpot:109,658,667,multi-hop
559,train:hotpot:136,9,hotpot:136,839,841,multi-hop
560,train:hotpot:140,7,hotpot:140,888,891,semantic
561,train:hotpot:194,8,hotpot:194,1190,1187,semantic
562,train:hotpot:5,7,hotpot:5,54,59,multi-hop
563,train:hotpot:168,8,hotpot:168,1012,1021,multi-hop
564,train:hotpot:129,8,hotpot:129,793,795,structural
565,train:hotpot:137,9,hotpot:137,851,856,semantic
566,train:hotpot:57,9,hotpot:57,373,376,structural
567,train:hotpot:54,9,hotpot:54,325,333,semantic
568,train:hotpot:74,9,hotpot:74,467,462,multi-hop
569,train:hotpot:55,9,hotpot:55,340,342,multi-hop
570,train:hotpot:47,9,hotpot:47,266,270,multi-hop
571,train:hotpot:159,9,hotpot:159,969,972,multi-hop
572,train:hotpot:176,9,hotpot:176,1064,1067,structural
573,train:hotpot:16,8,hotpot:16,107,109,multi-hop
574,train:hotpot:140,8,hotpot:140,886,887,structural
575,train:hotpot:19,8,hotpot:19,144,147,multi-hop
576,train:hotpot:94,8,hotpot:94,568,571,structural
577,train:hotpot:5,8,hotpot:5,53,55,multi-hop
578,train:hotpot:166,9,hotpot:166,1003,1004,structural
579,train:hotpot:173,9,hotpot:173,1041,1046,multi-hop
580,train:hotpot:181,9,hotpot:181,1117,1119,multi-hop
581,train:hotpot:177,9,hotpot:177,1079,1081,multi-hop
582,train:hotpot:135,9,hotpot:135,825,827,multi-hop
583,train:hotpot:117,9,hotpot:117,737,732,multi-hop
584,train:hotpot:1,9,hotpot:1,13,21,semantic
585,train:hotpot:179,9,hotpot:179,1087,1091,multi-hop
586,train:hotpot:168,9,hotpot:168,1019,1021,structural
587,train:hotpot:86,9,hotpot:86,531,532,structural
588,train:hotpot:140,9,hotpot:140,887,889,multi-hop
589,train:hotpot:5,9,hotpot:5,53,59,semantic
590,train:hotpot:112,9,hotpot:112,687,684,semantic
591,train:hotpot:19,9,hotpot:19,150,154,semantic
592,train:hotpot:110,9,hotpot:110,669,671,multi-hop
593,train:hotpot:129,9,hotpot:129,792,795,multi-hop
594,train:hotpot:16,9,hotpot:16,109,110,structural
595,train:hotpot:194,9,hotpot:194,1189,1183,multi-hop
596,train:hotpot:94,9,hotpot:94,567,570,semantic
597,train:hotpot:100,9,hotpot:100,611,612,structural
598,train:hotpot:175,9,hotpot:175,1057,1059,multi-hop
599,train:hotpot:64,9,hotpot:64,417,413,semantic
